A	Coef.Sample.1 - Sample.2	t.Sample.1 - Sample.2	p.value.Sample.1 - Sample.2	p.value.adj.Sample.1 - Sample.2	F	F.p.value
CACNB3	5.7234176	0.79528135	1.3156898	0.1920675252	0.29716072095	2.9131555	0.0028307678
CHD8	10.1947155	0.26613764	1.3155389	0.1921179623	0.2972095802	5.7843669	8.686e-07
SYT1	5.4405262	0.72578891	1.3151751	0.192239603	0.29736857235	6.2517908	2.559e-07
TFAM	9.6959921	-0.18519558	-1.3149699	0.1923082413	0.29741622575	3.513155	0.0004907513
PGS1	9.7626818	0.53773196	1.3149228	0.1923239798	0.29741622575	2.1262679	0.0274872382
ACER3	11.3212777	-0.32640344	-1.3149138	0.1923270207	0.29741622575	6.0447085	4.382e-07
ZNF568	4.8585171	0.70259924	1.314649	0.1924156254	0.29752405304	4.0485253	0.0001045439
RPL28	11.4580347	-0.40702218	-1.3145103	0.1924620239	0.29756660378	12.3094367	0
GLIS3	4.1921669	0.83604617	1.3142407	0.1925522833	0.2976769531	6.1799959	3.082e-07
SDK2	2.8861716	0.67846649	1.3140781	0.1926067663	0.2976864122	20.2410281	0
ARF3	11.4901776	-0.24545862	-1.3140719	0.1926088393	0.2976864122	11.7515828	0
AMFR	9.8954788	0.40060022	1.3140533	0.1926150645	0.2976864122	5.2463172	3.6779e-06
DSCC1	6.189498	0.69679572	1.3138493	0.1926833905	0.29774164959	4.4881615	2.99895e-05
NPAS1	2.5729382	0.65089232	1.3137517	0.1927160951	0.29774164959	6.5280091	1.261e-07
RBM12	10.8227617	0.21626643	1.3137486	0.1927171229	0.29774164959	8.8264213	5e-10
GBAP1	6.0789133	0.38978113	1.313721	0.1927263695	0.29774164959	6.5174132	1.295e-07
SERPINF2	6.6306855	0.68893559	1.3135254	0.1927919331	0.29781374663	13.896285	0
CEBPG	10.545748	-0.36726831	-1.3128969	0.1930026843	0.29811008493	1.8201979	0.0641329171
SULT1C2	6.0488684	-0.97265147	-1.3128048	0.1930335751	0.29811783341	5.2279598	3.8662e-06
SMPD1	8.4902238	-0.40921837	-1.312766	0.1930465838	0.29811783341	4.1135431	8.67995e-05
TMEM9B.AS1	5.4387298	0.51771909	1.3127128	0.1930644455	0.29811783341	4.982119	7.5779e-06
PPP2CB	9.2103954	0.36337316	1.3122494	0.1932199538	0.29832873157	4.3541228	4.37843e-05
RALBP1	9.9065653	-0.22984567	-1.3120957	0.1932715791	0.29837921036	14.1915367	0
ZNF274	9.062101	-0.48282366	-1.3120287	0.1932940601	0.29838468964	2.8400965	0.0035046319
RGS5	5.1949412	0.72651386	1.3118107	0.1933672849	0.29846849258	1.96096	0.0436271084
C6orf120	10.4746001	-0.21016884	-1.3114945	0.1934735202	0.29860322685	3.092478	0.001675412
GPLD1	5.3968121	0.50009782	1.3105043	0.1938064823	0.29908782602	3.0263653	0.0020328631
IFT122	9.2858656	-0.58335468	-1.3096939	0.1940793401	0.29947958474	3.8372385	0.0001918946
TRMT10B	7.9714877	0.45946869	1.3092599	0.1942255424	0.29967584674	5.9866659	5.1e-07
WLS	9.6445455	0.51715751	1.3090836	0.1942849717	0.29973819883	10.9632403	0
RPL18	12.3826161	-0.35962736	-1.3089621	0.19432594	0.29976002593	10.7592776	0
RNF111	10.3582117	-0.34336677	-1.3089288	0.1943371579	0.29976002593	4.1562003	7.6846e-05
CYBRD1	10.5480178	0.61326268	1.3088347	0.194368892	0.29977963661	6.0725309	4.075e-07
TMEM116	7.0545203	-0.60395452	-1.3087506	0.194397271	0.29979406923	2.3945909	0.0127858385
ITPR3	4.9111829	0.65748603	1.308354	0.1945310501	0.29997102829	9.3366077	2e-10
PLEKHM2	10.5464043	0.37956571	1.3082682	0.1945600037	0.29998632533	2.4628896	0.0104994457
PFDN4	8.0010088	-0.29679192	-1.3079259	0.1946755306	0.30013509119	8.0517406	3e-09
SELPLG	13.4814505	0.58580076	1.3077222	0.1947443182	0.30021177619	6.7451939	7.28e-08
MAP2K7	7.1150775	0.48604747	1.3074384	0.1948401986	0.30033020736	5.3138023	3.0624e-06
TERF2	8.8845166	0.42133715	1.3067443	0.1950747911	0.30066240777	0.9832877	0.4686191707
ZNF226	8.7272238	0.39757668	1.3066742	0.19509847	0.30066950089	2.3558486	0.0142928913
CHRNB1	7.2499373	-0.52173366	-1.3056448	0.1954468121	0.30117688752	2.4290166	0.0115781718
TCF7	3.6189777	-0.83646165	-1.3055702	0.1954720607	0.30118634753	5.3562491	2.73e-06
GPR143	1.8958307	-0.56994744	-1.3033187	0.1962356618	0.30233335923	2.7999625	0.0039405077
C11orf98	9.5397482	-0.28877384	-1.3028909	0.1963809747	0.30252766516	5.1592577	4.6624e-06
NUDT2	8.3371624	-0.35988232	-1.3028099	0.1964085051	0.30254050509	3.257025	0.0010356305
ANKHD1.EIF4EBP3	12.0073783	-0.16891999	-1.302292	0.1965845829	0.30276549513	2.0733416	0.031899329
CCS	9.7523479	0.50056543	1.3022673	0.1965929876	0.30276549513	1.3874817	0.1952476397
PDIA3	13.0437113	-0.26195518	-1.3018487	0.1967353951	0.30295520886	7.1513052	2.65e-08
GBP4	4.9063	0.86152143	1.3011819	0.1969623676	0.30327509526	7.9578585	3.8e-09
TMEM9B	12.057212	-0.2074992	-1.3009823	0.1970303587	0.30335014986	3.1565626	0.001389082
RETN	6.9146949	-0.80562842	-1.3006286	0.1971508883	0.30350607061	25.8260241	0
RABL6	9.1590433	0.44795456	1.2996566	0.1974823616	0.30398666876	3.5417399	0.0004516057
STAMBPL1	8.1075087	0.6983778	1.2992809	0.1976106064	0.30412752879	16.1047307	0
MAP3K6	5.9097113	-1.11656746	-1.299248	0.1976218378	0.30412752879	4.7324459	1.51306e-05
JAZF1.AS1	3.6713567	0.52834233	1.2992189	0.1976317588	0.30412752879	1.8528093	0.0587016276
ARID2	9.3946264	0.50781594	1.2991424	0.197657901	0.30413806285	5.2199767	3.9512e-06
PRELID2	4.9454094	-0.50833506	-1.2989079	0.1977379819	0.30423158267	15.7696097	0
NAPB	8.3785835	0.63571904	1.2988157	0.1977694578	0.30425030992	2.4161624	0.0120154071
BIRC7	3.8376289	-0.99438837	-1.2984896	0.1978809072	0.30437867983	7.0296911	3.58e-08
SYNC	9.2636302	0.20024294	1.2984585	0.1978915254	0.30437867983	9.2689732	2e-10
RBM12B	8.9516692	0.54616044	1.2982831	0.1979514697	0.30444117033	3.2424589	0.0010806547
HPF1	8.3556364	-0.43497045	-1.2977858	0.1981215294	0.30467298512	1.1844085	0.3113515083
EXOC6	9.2082191	-0.3243362	-1.2975978	0.1981858309	0.30472405974	1.4157194	0.1823552579
SLC2A1	8.2104678	-0.89989115	-1.2975757	0.1981934101	0.30472405974	1.8532951	0.0586240773
ADAT1	9.6487755	-0.34874983	-1.2968777	0.1984323306	0.30506164284	1.7310894	0.081456078
H1FX	9.8495186	0.57508885	1.2966476	0.1985111354	0.30515302881	5.7272498	1.0105e-06
USP30.AS1	4.7584478	-0.6351341	-1.2965442	0.1985465658	0.30517772813	4.8872042	9.847e-06
CTR9	11.0224581	-0.25295634	-1.296328	0.1986206438	0.30526182022	1.764699	0.0744675751
TOR1AIP1	11.7166461	-0.2529523	-1.2951377	0.1990289058	0.30585945642	6.0143797	4.743e-07
TMEM39A	9.5803429	-0.43436753	-1.2950519	0.1990583569	0.30587489157	5.8741592	6.853e-07
E2F7	3.9893707	-0.82009976	-1.2949143	0.1991055907	0.30591764623	2.7736102	0.0042556189
LGALSL	5.7920568	0.90135245	1.2946083	0.1992106602	0.30604924609	4.0382582	0.0001076645
CBWD6	5.5217997	0.43924799	1.2942098	0.199347561	0.30622971816	5.9498401	5.616e-07
LATS1	9.6878718	0.5375477	1.293969	0.1994303246	0.30632699992	2.9619907	0.0024540505
ACTG1P20	6.2019808	-0.38686817	-1.2932983	0.1996609865	0.30665141372	7.9089151	4.3e-09
ARHGEF17	5.8970466	0.75404868	1.2925145	0.1999307782	0.30703585656	1.2369495	0.2771952766
TRAF3IP1	7.150602	0.51227027	1.2924274	0.1999607577	0.30705197797	0.5906106	0.8311211952
KIF24	6.6966764	-0.35342303	-1.2922313	0.20002833	0.30712581683	0.8929808	0.5508218666
NT5E	2.9994836	-0.74884673	-1.2919574	0.2001227114	0.3072408001	15.2872568	0
CHRM5	2.0856602	-0.51120734	-1.2913223	0.2003416818	0.30753755984	2.3368343	0.0150948174
ZNF451	9.8089761	0.4258619	1.2912836	0.2003550323	0.30753755984	2.6208506	0.006641492
DNAJB2	7.9229189	0.50607825	1.290967	0.2004642322	0.30767521312	2.5667003	0.0077729716
LRP1.AS	5.1452215	-0.61196706	-1.2907106	0.2005527373	0.30778108005	4.6306362	2.01046e-05
TAF8	8.8336566	-0.45709531	-1.2902773	0.200702345	0.30795825817	2.2865495	0.0174333475
H2AFV	10.5818217	0.21280985	1.290263	0.2007072665	0.30795825817	9.4274521	1e-10
DMXL1	9.6631962	-0.33294708	-1.2901872	0.200733449	0.30796354948	2.1137235	0.0284765032
FGD5	5.698051	0.7612674	1.2901024	0.2007627671	0.30796354948	6.0292417	4.562e-07
MIRLET7DHG	4.1897685	0.55799247	1.2900454	0.2007824354	0.30796354948	9.9790663	0
CCDC130	9.7375654	0.463069	1.2899479	0.200816132	0.30796354948	8.3989999	1.4e-09
PARG	8.996553	-0.33845572	-1.2899339	0.2008209848	0.30796354948	0.6641092	0.7678234089
AMDHD2	10.3990738	-0.31484371	-1.2899137	0.2008279526	0.30796354948	4.7667418	1.37531e-05
UBA3	10.9995619	-0.35761356	-1.2894715	0.2009807785	0.30816792001	1.3948397	0.1918167408
UACA	8.6379674	-0.53015351	-1.2889139	0.2011736501	0.30841620164	5.2658339	3.488e-06
SLC35D2	8.00839	0.65308258	1.2888902	0.2011818393	0.30841620164	1.0606514	0.4033744323
TSPAN31	10.8996957	0.18003844	1.2885673	0.201293584	0.30855749632	6.5159011	1.3e-07
RPP40	6.7964601	-0.58371729	-1.2882681	0.2013971767	0.30868626879	1.7100416	0.0861354303
MIGA2	9.3067127	0.55649662	1.2881016	0.2014548417	0.30874462856	21.0669262	0
WDR82	10.6233546	0.19593053	1.2877677	0.2015705092	0.30889186156	6.9708897	4.14e-08
RBBP5	9.3485505	-0.44151044	-1.2876466	0.2016124595	0.30890528214	1.4350499	0.1739504674
LRRC37A	3.8024495	0.66477369	1.2876293	0.2016184657	0.30890528214	1.0020527	0.4523006987
TLR9	4.3753935	0.69855761	1.2873701	0.2017082744	0.3090128414	5.189909	4.2884e-06
CHN2	8.5768748	0.52856853	1.2872707	0.2017427658	0.30901409955	3.3477062	0.0007947306
MANBA	11.72349	-0.33332616	-1.2872547	0.2017483081	0.30901409955	6.1796149	3.085e-07
GDPD4	3.0794642	0.45481251	1.2871403	0.201787954	0.30901753088	23.2518841	0
SLITRK4	4.3957806	0.81161475	1.2871351	0.2017897613	0.30901753088	42.6087397	0
MAP3K15	7.6214621	-0.25091724	-1.2867276	0.2019310974	0.3092039275	3.4221484	0.0006396502
SUCLA2	9.8147729	-0.23908958	-1.2866518	0.2019574116	0.30921417959	1.5590991	0.1275468259
AVL9	9.5358293	-0.38354778	-1.286224	0.2021059022	0.30941147392	2.0532313	0.0337481034
AASDHPPT	10.4658318	-0.21832963	-1.2858972	0.2022193628	0.30955510648	4.2281585	6.26012e-05
SQLE	9.3324867	-0.47992558	-1.285771	0.2022631958	0.30959213643	17.5148748	0
CACFD1	7.8330389	0.540058	1.2854466	0.202375914	0.30973458733	3.8919842	0.000163887
WAC	11.2666671	-0.20067898	-1.2849717	0.2025409847	0.30995712783	4.9365595	8.5919e-06
RAP1GAP2	8.6847606	0.46665179	1.2847593	0.2026148508	0.31004006448	9.8689003	1e-10
MMP17	4.4882279	0.79111577	1.2839647	0.2028913681	0.31043305039	12.6031	0
CRNKL1	10.1084023	-0.36335698	-1.2836561	0.2029988347	0.31055256029	3.0551746	0.0018685695
IQCK	6.3274001	0.40037879	1.2836273	0.2030088845	0.31055256029	3.2379354	0.0010950329
CIAO1	11.4272315	-0.18849934	-1.2833745	0.2030969499	0.31065712603	0.7633929	0.6747962176
AOC1	4.88906	-1.01955647	-1.2830597	0.2032066641	0.31079478242	10.8762223	0
TMEM255B	7.5402997	-0.61745897	-1.2827083	0.2033291837	0.31095199536	15.1820334	0
CYB5D1	7.7936729	0.65287775	1.2822351	0.2034942522	0.31117424166	1.8108577	0.0657730059
FOXP1.AS1	1.7648893	0.53220815	1.2820726	0.2035509566	0.31123075538	3.851266	0.0001842871
MOB4	9.8517239	-0.37788407	-1.2819842	0.203581816	0.31124774493	1.4025303	0.1882848939
CCDC7	6.2564733	0.51353098	1.2816908	0.2036842315	0.31134654834	4.414835	3.68777e-05
DEPDC5	8.3725959	-0.61124911	-1.2816859	0.2036859501	0.31134654834	3.6720055	0.0003094158
CEP85	9.0092008	-0.39749562	-1.2815082	0.2037479902	0.31141117861	3.5337722	0.0004621896
CTNNB1	12.4300903	-0.3053572	-1.2814145	0.2037807263	0.31143101202	8.1756132	2.3e-09
HDAC10	9.2868592	0.49409434	1.2813321	0.2038095135	0.31143337693	2.4509458	0.010868035
GPR152	2.6932808	0.53048891	1.2812906	0.203824007	0.31143337693	11.3085199	0
SLC2A1.AS1	1.7195509	-0.64852954	-1.2812404	0.203841553	0.31143337693	1.8495831	0.0592190758
WNT16	1.9935067	0.58614839	1.2808733	0.2039698279	0.31159915269	1.632065	0.1056959947
TLR3	6.784073	0.7980906	1.2806696	0.2040410464	0.31167774108	22.6629778	0
IFT43	7.5291926	0.37163857	1.2805648	0.204077686	0.31170349923	1.314399	0.2321648536
ZNF391	4.7903789	0.88196258	1.2804803	0.2041072512	0.31171844822	4.2703223	5.55297e-05
DCAF8	11.1736867	0.27332569	1.2801484	0.2042233331	0.31186551233	1.4037874	0.1877127895
B3GNTL1	8.5487948	0.27750163	1.280028	0.2042654703	0.31189963933	6.2373478	2.657e-07
MYO10	7.9578568	-0.65295831	-1.2799116	0.2043062101	0.31193162614	6.2279969	2.722e-07
HOOK3	10.5346202	-0.40012743	-1.2787765	0.2047037465	0.31250830576	2.111835	0.028628374
UPF3A	8.1318811	0.27953811	1.2785711	0.2047757392	0.3125879347	5.2288496	3.8569e-06
RAB12	7.3461006	0.56196671	1.2780354	0.2049635856	0.31284438042	3.1958898	0.0012382094
LRRC37A2	6.0304397	0.57846943	1.2776164	0.2051106343	0.31303851142	2.3985414	0.0126412107
RBBP4	11.9325942	-0.19796679	-1.2773021	0.2052209797	0.31315827168	4.9206485	8.9776e-06
POLR3C	10.2556793	-0.26875652	-1.2772797	0.2052288426	0.31315827168	4.0763274	9.65457e-05
TNNI3	3.3386904	0.61678598	1.2771981	0.2052574819	0.31317165275	3.0765586	0.0017552703
NCBP1	10.4889476	-0.26718186	-1.2766483	0.2054506122	0.31340459681	3.4805232	0.0005396368
PWWP2B	7.958464	-0.54465107	-1.2766236	0.2054593003	0.31340459681	5.2226346	3.9227e-06
SPC24	5.108541	-0.71955984	-1.2765937	0.2054698115	0.31340459681	3.7630457	0.0002377406
C6orf203	8.1300653	-0.36871392	-1.2764979	0.2055034761	0.31342561324	1.7767761	0.072094986
GPR18	5.6459587	-0.66483137	-1.2747543	0.2061170369	0.31432663165	9.6135095	1e-10
DIMT1	9.210953	-0.2600751	-1.2747057	0.2061341327	0.31432663165	1.2486872	0.2699669527
CLDN22	3.9323598	0.54232101	1.2743162	0.2062714057	0.31450552634	6.2053076	2.886e-07
NCAM1	4.9473325	0.82348448	1.2739988	0.2063832668	0.31464153887	15.7117516	0
SMPD2	8.3618241	-0.49846101	-1.2739499	0.2064005374	0.31464153887	1.4238058	0.1787983817
C22orf15	3.8773214	0.54390127	1.2737215	0.2064810797	0.31473387781	1.4977725	0.1489231938
ARHGEF33	3.3532156	-0.69636967	-1.2735184	0.2065527193	0.31481263015	1.365582	0.205762996
STARD10	6.9521991	-0.57045573	-1.2733855	0.2065996101	0.31485365067	6.2384288	2.649e-07
EGLN3	4.1175272	-0.95042462	-1.2732141	0.2066601198	0.31491541602	8.8386728	5e-10
DDX56	10.9532765	-0.27380541	-1.2729482	0.2067539746	0.31502797689	2.1613318	0.0248948062
NDUFA2	10.54122	-0.30890754	-1.2727924	0.2068089918	0.31506460705	8.8618392	5e-10
FOCAD	9.1654426	-0.52231578	-1.2727669	0.2068179953	0.31506460705	2.215255	0.0213635907
C5orf22	9.6221873	-0.45758578	-1.272597	0.2068780134	0.31512557936	0.7995403	0.6400191296
FCMR	8.2952655	-0.84956778	-1.2725031	0.2069111574	0.31514560798	4.8063407	1.23201e-05
PDE4B	9.8276028	0.59144378	1.2722238	0.2070098567	0.31526547025	7.9482622	3.9e-09
CLK4	9.0352556	0.56512326	1.2719222	0.2071164687	0.31539735869	12.710876	0
PBX4	3.2979431	0.66312424	1.2707839	0.2075191667	0.31596954463	2.9357237	0.0026499938
WRNIP1	8.7328267	0.37151878	1.2707468	0.2075323092	0.31596954463	6.5070048	1.33e-07
GOLGA8R	2.4850299	0.44907167	1.2701126	0.2077569459	0.316281003	4.883717	9.9424e-06
PLEKHJ1	10.4921713	-0.23259925	-1.2698752	0.2078410697	0.31637851063	6.3490312	1.992e-07
SLC9A3R2	3.1864053	0.45735553	1.2694634	0.2079870636	0.31657016986	4.1269977	8.35264e-05
PPARGC1A	2.783841	0.79039658	1.2692728	0.2080546737	0.3166424983	13.3272507	0
ZNF425	5.7817637	0.5968076	1.2690457	0.2081352267	0.31673450882	4.9726511	7.7781e-06
LINC01127	2.4671288	-0.47170995	-1.2684653	0.2083412502	0.31697912521	41.3991104	0
STAG3L2	6.3006067	0.58669329	1.2684502	0.2083466038	0.31697912521	6.2707978	2.437e-07
AKTIP	8.8554863	-0.25448049	-1.2683815	0.2083710022	0.31697912521	5.0317477	6.611e-06
FMOD	2.3107102	0.82920291	1.2683662	0.2083764175	0.31697912521	4.245857	5.9528e-05
PFKM	9.0947041	0.24499962	1.2675465	0.2086676531	0.31739151518	19.4732448	0
MAGEE1	3.008951	1.02749942	1.2674263	0.2087103916	0.31742588845	2.6587033	0.0059489023
MBOAT7	10.4473522	-0.32765441	-1.267093	0.2088289217	0.31757551469	18.0264195	0
FBXO4	7.4704627	-0.54725847	-1.2667491	0.2089512815	0.3177309356	14.2892997	0
ITGB5	10.4260568	0.40765803	1.2664576	0.2090550227	0.31785801787	11.4065979	0
PCP2	4.9807521	0.44716387	1.2662753	0.2091199033	0.31792599553	3.2569939	0.0010357248
POLR3GL	9.4425636	-0.26847187	-1.2660532	0.2091990181	0.3180155984	6.4156213	1.679e-07
PIGS	11.3599081	-0.20505608	-1.2658665	0.2092655083	0.31808599442	5.5803862	1.4943e-06
AEBP2	8.4717617	0.3416786	1.2657083	0.2093218675	0.31811511783	2.6505356	0.0060920244
TFR2	3.6563491	-0.78165354	-1.2656994	0.2093250357	0.31811511783	3.8502253	0.0001848409
BCS1L	9.0071399	0.42014237	1.2656151	0.2093550659	0.31813008031	3.6193946	0.0003604146
PDE2A	4.8920075	-0.88279789	-1.2653055	0.2094654437	0.31826712223	3.4153107	0.0006525251
HLX.AS1	5.8626505	-0.5485115	-1.2645276	0.2097428738	0.31862851846	3.1038333	0.001620681
CCNC	9.9288017	-0.34310339	-1.2645252	0.2097437269	0.31862851846	2.0695166	0.0322433093
FBXO27	5.224521	-0.76058915	-1.2642004	0.2098596534	0.31877390098	8.2121678	2.1e-09
CEP350	11.0804872	0.49103492	1.2637546	0.2100188555	0.31898498419	2.7615331	0.004408282
ACRBP	8.4582863	-0.56625961	-1.263208	0.2102141569	0.31925085054	7.0871924	3.1e-08
SUSD5	3.0334073	0.77414985	1.2630248	0.21027962	0.31931950002	3.0182494	0.0020817011
POTEKP	2.7000281	-0.4521682	-1.2626454	0.2104153004	0.31946633384	2.713219	0.0050753566
ZNF771	6.5280789	0.4009079	1.2626411	0.2104168525	0.31946633384	3.2861289	0.0009512307
OSGEP	10.8249932	0.21779893	1.2622215	0.2105669486	0.31966342485	5.5344294	1.6899e-06
FAHD2B	5.7697264	0.43587684	1.2619059	0.2106799248	0.31980413127	6.0953019	3.84e-07
SCUBE2	2.864269	-0.66893186	-1.2616792	0.2107611048	0.31989654977	2.8599271	0.0033073287
PHACTR4	9.7962254	0.28221612	1.2616201	0.2107822766	0.31989787782	1.3222857	0.2279264078
PGGHG	8.9116989	0.64784113	1.2615322	0.2108137624	0.31991485744	15.5085388	0
WDR63	2.8150641	-0.8023671	-1.2610506	0.2109862784	0.3201458298	2.7365166	0.0047420301
FAM87B	3.4155334	0.55880329	1.2607184	0.2111053862	0.320295725	5.3139864	3.0608e-06
PPM1M	10.0304312	-0.47356179	-1.2597142	0.2114656458	0.32077217948	5.8222751	7.857e-07
POT1.AS1	2.7325605	0.5568194	1.259701	0.211470379	0.32077217948	2.3151784	0.0160617768
RNASEH1	9.2797257	-0.30633445	-1.2596729	0.2114804719	0.32077217948	0.9523053	0.4961849862
SCN5A	2.0574328	0.77134579	1.2595455	0.2115262126	0.32081068491	2.203785	0.0220714968
FAM8A1	8.61399	0.36978888	1.2586414	0.2118510399	0.32127241799	3.1108041	0.0015879733
GRK7	1.8436702	0.53781978	1.2585046	0.2119002296	0.32131609757	2.8306906	0.0036022705
MFSD14A	10.8134058	-0.41320675	-1.2578525	0.2121347485	0.32164076679	4.6351012	1.9855e-05
FDXACB1	7.92702	-0.41608978	-1.2576582	0.2122046763	0.32170387685	2.046482	0.0343913019
RPTOR	8.2678063	0.37225248	1.2576235	0.2122171948	0.32170387685	3.1508083	0.0014126521
SLC35B3	9.0952709	-0.47235102	-1.2573807	0.2123045959	0.32180541793	6.0780217	4.017e-07
ITPK1	10.4358889	0.32975999	1.2567801	0.2125208956	0.32208746926	14.5062808	0
IPP	6.5783269	-0.42749852	-1.2567506	0.212531545	0.32208746926	1.3214001	0.2283992028
ZNF845	8.0059059	-0.58249554	-1.2563263	0.2126844574	0.32228821582	4.2993538	5.11366e-05
RIOK2	9.5409428	-0.36401995	-1.256189	0.2127339718	0.32231519616	1.5011891	0.1476545613
BRSK1	2.8963437	0.48058841	1.2561635	0.2127431626	0.32231519616	15.3365918	0
RASSF3	7.9591959	-0.5859803	-1.2546153	0.213301947	0.3231307177	9.0240873	3e-10
SPINT2	11.7757644	0.25203568	1.2543746	0.2133889419	0.32323143808	6.0928939	3.864e-07
PDPR	10.4899234	0.37864068	1.2541604	0.2134663517	0.32331762142	2.6673784	0.0058005359
HIST1H3H	4.4040719	-0.81455229	-1.2538789	0.2135681417	0.32344071118	7.1974953	2.36e-08
RUFY1	9.9543576	-0.22196317	-1.2537539	0.2136133282	0.32344384043	12.1338509	0
KCND3	2.9874196	0.7097241	1.2537262	0.2136233649	0.32344384043	10.0277916	0
RNPEPL1	9.9371696	-0.4504044	-1.2537029	0.2136317733	0.32344384043	4.6907026	1.69981e-05
WWOX	8.090669	0.36037841	1.2534213	0.2137336472	0.32356699775	1.535357	0.1354782516
CCNG1	10.7396215	-0.22680355	-1.2533111	0.2137735254	0.32359628638	4.1220966	8.4704e-05
SEC16B	4.9939813	0.79007434	1.2531356	0.2138370306	0.32365824308	10.3557596	0
FBXO30	9.2780933	-0.46412652	-1.2530845	0.2138555259	0.32365824308	2.1926163	0.0227826426
CEP72	5.8119505	0.61476048	1.2528817	0.2139289592	0.32373750522	3.2773429	0.0009759551
SLC4A2	10.755187	-0.25687046	-1.2528264	0.2139489788	0.32373750522	3.3781306	0.0007272351
DEDD	10.2874805	-0.21199391	-1.2526589	0.2140096415	0.3237982106	3.4091109	0.0006644239
USF1	8.565176	-0.61509346	-1.2520239	0.2142397188	0.32411520521	3.9346067	0.0001449713
AMMECR1L	8.7541278	0.43652704	1.2518085	0.2143177821	0.32420218478	3.2394061	0.0010903371
NPEPL1	10.0966516	0.29574591	1.2514298	0.2144551283	0.32432274167	11.0240679	0
ZNF133	8.299378	0.53349103	1.2514262	0.2144564045	0.32432274167	8.7478253	6e-10
C19orf81	4.0518181	0.60322044	1.2514185	0.2144592103	0.32432274167	1.5333178	0.1361793578
COL6A2	4.8898824	-0.94162951	-1.2512311	0.2145271884	0.32439441782	14.7718883	0
TRMT10C	9.4109375	-0.2289872	-1.2511352	0.2145619807	0.32441590343	1.3674229	0.2048614025
CXCL16	12.9713975	-0.25573152	-1.2502142	0.214896361	0.32486737808	27.8633723	0
KIF15	5.7945424	-0.80473506	-1.2501993	0.2149018009	0.32486737808	3.0461768	0.0019184035
TMEM267	7.9529554	-0.44169548	-1.2501243	0.2149290366	0.32487739009	6.4152174	1.681e-07
PURA	8.7003824	0.4559805	1.2499014	0.2150100127	0.32496862394	3.0844247	0.0017153456
SLC4A1	2.0380729	0.4680817	1.2497071	0.2150806529	0.32504422007	1.7839246	0.0707239001
DNM1L	10.8987001	-0.20024392	-1.2494301	0.2151813569	0.32516523167	2.3023141	0.0166645412
ANKEF1	6.0274411	-0.66116329	-1.2492532	0.2152456939	0.32520906856	5.1191963	5.2019e-06
ADCY10	2.7300042	0.56490702	1.2492368	0.215251634	0.32520906856	5.0739349	5.8883e-06
FAM111A	9.933036	-0.47236855	-1.2491166	0.215295347	0.32524393408	7.3209389	1.75e-08
MFAP3	9.2861974	-0.53657963	-1.2486018	0.2154826779	0.3254957338	2.7216052	0.0049527759
SPDYE6	2.9176007	0.47181736	1.2479973	0.2157027976	0.32579700943	2.3417021	0.0148854232
LIN54	8.2683952	-0.60912475	-1.2479332	0.2157261537	0.32580106443	1.9289141	0.0476613212
ALDH16A1	11.0272164	-0.24350998	-1.2478437	0.2157587573	0.32581908339	2.6576199	0.0059676938
ARHGAP20	6.2222797	0.90876979	1.2475202	0.2158766672	0.32596590839	10.871501	0
MROH7	4.0597201	0.95364319	1.247257	0.215972606	0.32607953288	5.4589098	2.0697e-06
PSMG4	7.3858807	-0.30774998	-1.2471494	0.2160118425	0.3261028068	5.0552458	6.198e-06
TRIM39.RPP21	8.9519922	-0.21614289	-1.2471012	0.2160294021	0.3261028068	4.7067751	1.62528e-05
